number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_horizon,params_lags,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_rolling_window,params_subsample,params_use_all_stats,params_use_fourier,params_use_holidays,state
88,0.17503857793936642,2025-08-26 00:26:21.956750,2025-08-26 00:26:23.126856,0 days 00:00:01.170106,0.7142122767522063,1,"(1, 2, 3, 4, 5)",0.01739487100212432,9,0.7083021916980686,398,0.3676598003051418,33.75759162084848,"(3, 6)",0.9849488334748868,True,True,True,COMPLETE
89,0.3305059711094851,2025-08-26 00:26:23.127195,2025-08-26 00:26:24.382305,0 days 00:00:01.255110,0.7613258616577094,3,"(1, 2, 3, 4, 5)",0.019173649227900824,10,0.2964451499850876,411,0.8429154753227043,0.012160533839343431,"(3, 6)",0.9589718299606028,False,True,True,COMPLETE
90,0.17656605589842495,2025-08-26 00:26:24.382666,2025-08-26 00:26:25.690059,0 days 00:00:01.307393,0.7244424044086777,1,"(1, 2, 3, 4, 5)",0.014919331052007871,9,0.38050649799690667,465,1.392888298635903,50.324546521828054,"(3, 6, 12)",0.9267889134925552,True,False,False,COMPLETE
91,0.170656010352741,2025-08-26 00:26:25.690401,2025-08-26 00:26:26.787522,0 days 00:00:01.097121,0.7381402825094964,1,"(1, 2, 3, 4, 5)",0.016493057834455316,9,0.20055574891910039,387,2.3860778395607047,65.3236711376333,"(3, 6)",0.9714980447027441,True,True,True,COMPLETE
92,0.1717627089321111,2025-08-26 00:26:26.787862,2025-08-26 00:26:27.814366,0 days 00:00:01.026504,0.7416013937383511,1,"(1, 2, 3, 4, 5)",0.01356889440177008,9,0.23964142342715763,367,2.112604825174485,77.00989411750328,"(3, 6)",0.97794673236553,True,True,True,COMPLETE
93,0.17002037988545324,2025-08-26 00:26:27.814703,2025-08-26 00:26:29.060074,0 days 00:00:01.245371,0.7419113968588102,1,"(1, 2, 3, 4, 5)",0.013183932791972271,9,0.22403442570567766,447,2.5361066050992855,75.62970025532042,"(3, 6)",0.9911171131398445,True,True,True,COMPLETE
94,0.17041726567391402,2025-08-26 00:26:29.060415,2025-08-26 00:26:30.304988,0 days 00:00:01.244573,0.741456425957006,1,"(1, 2, 3, 4, 5)",0.013171229113604455,9,0.17882103646297345,445,2.2263066526641593,80.970870697983,"(3, 6)",0.9908662177627449,True,True,True,COMPLETE
95,0.1752475374565157,2025-08-26 00:26:30.305329,2025-08-26 00:26:31.702275,0 days 00:00:01.396946,0.7166558653762094,1,"(1, 2, 3, 4, 5)",0.011897541328766463,9,0.1680289099602312,490,2.5891223037268896,23.69408526925472,"(3, 6)",0.9687884804982712,True,True,True,COMPLETE
96,0.17337925055778852,2025-08-26 00:26:31.702621,2025-08-26 00:26:32.952257,0 days 00:00:01.249636,0.7662826444724402,1,"(1, 2, 3, 4, 5)",0.012946685175143217,9,0.4531752127552988,449,5.4397257234167995,37.27304458959699,"(3, 6)",0.9912209656840861,True,True,True,COMPLETE
97,0.17137979482317856,2025-08-26 00:26:32.952603,2025-08-26 00:26:34.170915,0 days 00:00:01.218312,0.7555578740777845,1,"(1, 2, 3, 4, 5)",0.016897280183719266,9,0.18534969836899523,432,1.7246679471511595,82.28731982745008,"(3, 6)",0.990535277679205,True,True,True,COMPLETE
98,0.17031506334046692,2025-08-26 00:26:34.171277,2025-08-26 00:26:35.445158,0 days 00:00:01.273881,0.7803160150539898,1,"(1, 2, 3, 4, 5)",0.017364329724442563,9,0.15350197296960058,464,3.858436123353393,91.05655577567576,"(3, 6)",0.9919541251010445,True,True,True,COMPLETE
99,0.2020787054209846,2025-08-26 00:26:35.445523,2025-08-26 00:26:36.764065,0 days 00:00:01.318542,0.7860727879383828,1,"(1, 2, 3, 4, 5)",0.015359847229751665,9,0.1490673032057143,466,4.221728614345393,0.856677854203565,"(3, 6)",0.9790759982211892,True,True,True,COMPLETE
